--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
     145,                 2.82,     CC1,          0.01
     146,                 2.83,     CC0,          0.01
     147,                 2.84,     CC1,          0.01
     148,                 2.85,     CC0,          0.01
     149,                 2.86,     CC1,          0.01
     150,                 2.87,     CC0,          0.01
     151,                 2.87,     CC1,          0.01
     152,                 2.88,     CC0,          0.01
     153,                 2.89,     CC1,          0.01
     154,                 2.90,     CC0,          0.01
     155,                 2.91,     CC1,          0.00
     156,                 2.92,     CC0,          0.01
     157,                 5.86,     CC1,          2.95
     158,                 5.88,     CC0,          0.01
     159,                 9.85,     CC1,          3.98
     160,                 9.88,     CC0,          0.02
     161,                13.85,     CC1,          3.97
     162,                13.87,     CC0,          0.02
     163,                16.86,     CC6,          2.98
     164,                18.00,     CC0,          1.15
     165,                21.35,     CC6,          3.35
     166,                21.91,     CC0,          0.56
     167,                25.36,     CC6,          3.44
     168,                25.92,     CC0,          0.56
     169,                29.35,     CC6,          3.44
     170,                29.93,     CC0,          0.57
     171,                30.52,     CC6,          0.60
     172,                31.25,     CC0,          0.73
     173,                33.35,     CC6,          2.10
     174,                33.97,     CC0,          0.61
     175,                37.35,     CC6,          3.38
     176,                37.92,     CC0,          0.57
     177,                41.34,     CC6,          3.42
     178,                41.94,     CC0,          0.60
     179,                45.34,     CC6,          3.41
     180,                45.93,     CC0,          0.59
     181,                49.34,     CC6,          3.41
     182,                49.93,     CC0,          0.59
     183,                53.34,     CC6,          3.41
     184,                53.93,     CC0,          0.59
     185,                56.89,     CC6,          2.96
     186,                57.56,     CC0,          0.68
     187,                57.85,     CC1,          0.29
     188,                57.88,     CC0,          0.03
     189,                61.37,     CC6,          3.48
     190,                61.97,     CC0,          0.60
     191,                65.59,     CC6,          3.63
     192,                65.94,     CC0,          0.34
     193,                69.35,     CC6,          3.41
     194,                70.04,     CC0,          0.69
     195,                73.36,     CC6,          3.32
     196,                73.95,     CC0,          0.59
     197,                77.36,     CC6,          3.41
     198,                77.95,     CC0,          0.59
     199,                81.35,     CC6,          3.41
     200,                81.96,     CC0,          0.60
     201,                85.36,     CC6,          3.40
     202,                85.95,     CC0,          0.59
     203,                87.41,     CC6,          1.46
     204,                88.14,     CC0,          0.73
     205,                88.16,     CC1,          0.03
     206,                88.19,     CC0,          0.03
     207,                88.52,     CC1,          0.33
     208,                89.35,     CC0,          0.82

Core C-State - CPU/Package_0/Die_0/Core_8
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.31,     CC1,          1.31
       2,                 1.54,     CC0,          0.23
       3,                 1.54,     CC1,          0.00
       4,                 1.57,     CC0,          0.03
       5,                 1.57,     CC1,          0.01
       6,                 1.63,     CC0,          0.05
       7,                 1.63,     CC1,          0.00
       8,                 1.66,     CC0,          0.03
       9,                 1.66,     CC1,          0.00
      10,                 1.67,     CC0,          0.01
      11,                 1.67,     CC1,          0.00
      12,                 1.69,     CC0,          0.01
      13,                 1.69,     CC1,          0.00
      14,                 1.74,     CC0,          0.05
      15,                 1.74,     CC1,          0.00
      16,                 1.76,     CC0,          0.02
      17,                 1.76,     CC1,          0.00
      18,                 1.80,     CC0,          0.05
      19,                 1.81,     CC1,          0.00
      20,                 1.82,     CC0,          0.02
      21,                 1.82,     CC1,          0.00
      22,                 1.84,     CC0,          0.02
      23,                 1.84,     CC1,          0.01
      24,                 1.86,     CC0,          0.02
      25,                 1.88,     CC1,          0.02
      26,                 1.90,     CC0,          0.02
      27,                 1.90,     CC1,          0.00
      28,                 1.92,     CC0,          0.02
      29,                 1.93,     CC1,          0.01
      30,                 1.95,     CC0,          0.02
      31,                 1.95,     CC1,          0.00
      32,                 1.98,     CC0,          0.03
      33,                 1.98,     CC1,          0.00
      34,                 2.03,     CC0,          0.05
      35,                 2.03,     CC1,          0.00
      36,                 2.06,     CC0,          0.03
      37,                 2.07,     CC1,          0.00
      38,                 2.10,     CC0,          0.03
      39,                 2.10,     CC1,          0.00
      40,                 2.13,     CC0,          0.03
      41,                 2.13,     CC1,          0.00
      42,                 2.17,     CC0,          0.03
      43,                 2.17,     CC1,          0.01
      44,                 2.20,     CC0,          0.03
      45,                 2.21,     CC1,          0.00
      46,                 2.25,     CC0,          0.05
      47,                 2.26,     CC1,          0.00
      48,                 2.27,     CC0,          0.02
      49,                 2.28,     CC1,          0.01
      50,                 2.30,     CC0,          0.02
      51,                 2.30,     CC1,          0.00
      52,                 2.35,     CC0,          0.05
      53,                 2.35,     CC1,          0.00
      54,                 2.40,     CC0,          0.05
      55,                 2.40,     CC1,          0.00
      56,                 2.42,     CC0,          0.02
      57,                 2.43,     CC1,          0.01
      58,                 2.45,     CC0,          0.02
      59,                 2.45,     CC1,          0.00
      60,                 2.51,     CC0,          0.07
      61,                 2.52,     CC1,          0.00
      62,                 2.56,     CC0,          0.05
      63,                 2.56,     CC1,          0.00
      64,                 2.58,     CC0,          0.02
      65,                 2.58,     CC1,          0.00
      66,                 2.61,     CC0,          0.03
      67,                 2.61,     CC1,          0.00
      68,                 2.66,     CC0,          0.05
      69,                 2.67,     CC1,          0.01
      70,                 2.70,     CC0,          0.03
      71,                 2.71,     CC1,          0.00
      72,                 2.72,     CC0,          0.02
      73,                 2.72,     CC1,          0.00
      74,                 2.77,     CC0,          0.05
      75,                 2.77,     CC1,          0.00
      76,                 2.79,     CC0,          0.01
      77,                 2.79,     CC1,          0.00
      78,                 2.81,     CC0,          0.02
      79,                 2.81,     CC1,          0.00
      80,                 2.82,     CC0,          0.02
      81,                 2.82,     CC1,          0.00
      82,                 2.84,     CC0,          0.02
      83,                 2.84,     CC1,          0.00
      84,                 2.89,     CC0,          0.05
      85,                 2.90,     CC1,          0.00
      86,                 2.93,     CC0,          0.03
      87,                11.25,     CC6,          8.32
