--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
      44,                89.35,     CC0,          1.76

Core C-State - CPU/Package_0/Die_0/Core_10
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.32,     CC1,          1.32
       2,                 1.53,     CC0,          0.21
       3,                 1.54,     CC1,          0.01
       4,                 1.56,     CC0,          0.02
       5,                 1.57,     CC1,          0.01
       6,                 1.59,     CC0,          0.02
       7,                 1.59,     CC1,          0.00
       8,                 1.66,     CC0,          0.06
       9,                 1.66,     CC1,          0.00
      10,                 1.67,     CC0,          0.01
      11,                 1.67,     CC1,          0.00
      12,                 1.74,     CC0,          0.06
      13,                 1.74,     CC1,          0.00
      14,                 1.75,     CC0,          0.02
      15,                 1.75,     CC1,          0.00
      16,                 1.80,     CC0,          0.05
      17,                 1.80,     CC1,          0.00
      18,                 1.82,     CC0,          0.02
      19,                 1.82,     CC1,          0.00
      20,                 1.83,     CC0,          0.02
      21,                 1.84,     CC1,          0.01
      22,                 1.86,     CC0,          0.02
      23,                 1.88,     CC1,          0.02
      24,                 1.89,     CC0,          0.02
      25,                 1.90,     CC1,          0.01
      26,                 1.92,     CC0,          0.02
      27,                 1.93,     CC1,          0.01
      28,                 1.95,     CC0,          0.02
      29,                 1.95,     CC1,          0.00
      30,                 2.03,     CC0,          0.08
      31,                 2.03,     CC1,          0.00
      32,                 2.06,     CC0,          0.03
      33,                 2.07,     CC1,          0.00
      34,                 2.10,     CC0,          0.03
      35,                 2.10,     CC1,          0.00
      36,                 2.13,     CC0,          0.03
      37,                 2.13,     CC1,          0.00
      38,                 2.16,     CC0,          0.03
      39,                 2.17,     CC1,          0.01
      40,                 2.20,     CC0,          0.03
      41,                 2.20,     CC1,          0.00
      42,                 2.24,     CC0,          0.03
      43,                 2.24,     CC1,          0.00
      44,                 2.27,     CC0,          0.03
      45,                 2.29,     CC1,          0.02
      46,                 2.30,     CC0,          0.02
      47,                 2.30,     CC1,          0.00
      48,                 2.40,     CC0,          0.10
      49,                 2.40,     CC1,          0.00
      50,                 2.42,     CC0,          0.02
      51,                 2.43,     CC1,          0.01
      52,                 2.49,     CC0,          0.07
      53,                 2.49,     CC1,          0.00
      54,                 2.51,     CC0,          0.02
      55,                 2.52,     CC1,          0.01
      56,                 2.56,     CC0,          0.05
      57,                 2.56,     CC1,          0.00
      58,                 2.59,     CC0,          0.03
      59,                 2.59,     CC1,          0.00
      60,                 2.61,     CC0,          0.01
      61,                 2.61,     CC1,          0.00
      62,                 2.66,     CC0,          0.05
      63,                 2.67,     CC1,          0.01
      64,                 2.70,     CC0,          0.03
      65,                 2.71,     CC1,          0.00
      66,                 2.76,     CC0,          0.05
      67,                 2.76,     CC1,          0.00
      68,                 2.79,     CC0,          0.03
      69,                 2.79,     CC1,          0.00
      70,                 2.81,     CC0,          0.02
      71,                 2.81,     CC1,          0.00
      72,                 2.84,     CC0,          0.03
      73,                 2.84,     CC1,          0.00
      74,                 2.87,     CC0,          0.03
      75,                 2.88,     CC1,          0.00
      76,                 2.93,     CC0,          0.05
      77,                18.68,     CC6,         15.75
      78,                35.41,     CC0,         16.73
      79,                35.41,     CC1,          0.00
      80,                35.47,     CC0,          0.06
      81,                35.47,     CC1,          0.00
      82,                35.53,     CC0,          0.06
      83,                35.53,     CC1,          0.00
      84,                35.60,     CC0,          0.06
      85,                37.33,     CC6,          1.73
      86,                37.92,     CC0,          0.60
      87,                41.34,     CC6,          3.42
      88,                41.92,     CC0,          0.58
      89,                45.35,     CC6,          3.43
      90,                45.94,     CC0,          0.59
      91,                49.35,     CC6,          3.41
      92,                49.92,     CC0,          0.58
      93,                53.35,     CC6,          3.42
      94,                53.92,     CC0,          0.57
      95,                57.33,     CC6,          3.41
      96,                57.94,     CC0,          0.60
      97,                61.36,     CC6,          3.42
      98,                61.96,     CC0,          0.59
      99,                65.59,     CC6,          3.63
     100,                65.94,     CC0,          0.35
     101,                69.35,     CC6,          3.41
     102,                69.94,     CC0,          0.60
     103,                70.43,     CC1,          0.49
     104,                70.52,     CC0,          0.09
     105,                73.36,     CC6,          2.84
     106,                73.94,     CC0,          0.58
     107,                77.35,     CC6,          3.41
     108,                77.97,     CC0,          0.62
     109,                81.36,     CC6,          3.39
     110,                81.94,     CC0,          0.58
     111,                85.35,     CC6,          3.41
     112,                85.93,     CC0,          0.58
     113,                87.72,     CC6,          1.78
     114,                89.35,     CC0,          1.63

Core C-State - CPU/Package_0/Die_0/Core_11
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.32,     CC1,          1.32
       2,                 1.53,     CC0,          0.21
       3,                 1.54,     CC1,          0.01
       4,                 1.57,     CC0,          0.03
       5,                 1.57,     CC1,          0.00
       6,                 1.59,     CC0,          0.02
       7,                 1.59,     CC1,          0.00
       8,                 1.62,     CC0,          0.03
       9,                 1.62,     CC1,          0.00
      10,                 1.65,     CC0,          0.03
      11,                 1.65,     CC1,          0.00
      12,                 1.67,     CC0,          0.01
      13,                 1.67,     CC1,          0.00
      14,                 1.70,     CC0,          0.03
      15,                 1.70,     CC1,          0.00
      16,                 1.72,     CC0,          0.02
      17,                 1.72,     CC1,          0.00
      18,                 1.75,     CC0,          0.03
      19,                 1.75,     CC1,          0.00
      20,                 1.77,     CC0,          0.02
      21,                 1.77,     CC1,          0.00
      22,                 1.80,     CC0,          0.03
      23,                 1.80,     CC1,          0.00
      24,                 1.82,     CC0,          0.02
      25,                 1.82,     CC1,          0.00
      26,                 1.83,     CC0,          0.02
      27,                 1.84,     CC1,          0.01
      28,                 1.86,     CC0,          0.02
      29,                 1.88,     CC1,          0.02
      30,                 1.89,     CC0,          0.02
      31,                 1.90,     CC1,          0.01
      32,                 1.92,     CC0,          0.02
      33,                 1.93,     CC1,          0.01
      34,                 1.96,     CC0,          0.04
      35,                 1.96,     CC1,          0.00
      36,                 2.01,     CC0,          0.05
      37,                 2.01,     CC1,          0.00
      38,                 2.03,     CC0,          0.02
      39,                 2.03,     CC1,          0.00
      40,                 2.06,     CC0,          0.03
      41,                 2.06,     CC1,          0.00
      42,                 2.09,     CC0,          0.03
      43,                 2.10,     CC1,          0.00
      44,                 2.13,     CC0,          0.03
      45,                 2.13,     CC1,          0.00
      46,                 2.15,     CC0,          0.02
      47,                 2.15,     CC1,          0.00
      48,                 2.16,     CC0,          0.02
      49,                 2.17,     CC1,          0.01
      50,                 2.20,     CC0,          0.03
      51,                 2.20,     CC1,          0.00
      52,                 2.22,     CC0,          0.02
      53,                 2.22,     CC1,          0.00
      54,                 2.25,     CC0,          0.03
      55,                 2.25,     CC1,          0.00
      56,                 2.27,     CC0,          0.02
      57,                 2.28,     CC1,          0.02
      58,                 2.37,     CC0,          0.08
      59,                 2.37,     CC1,          0.00
      60,                 2.40,     CC0,          0.03
      61,                 2.40,     CC1,          0.00
      62,                 2.42,     CC0,          0.02
      63,                 2.43,     CC1,          0.01
      64,                 2.45,     CC0,          0.02
      65,                 2.45,     CC1,          0.00
      66,                 2.49,     CC0,          0.05
      67,                 2.49,     CC1,          0.00
      68,                 2.51,     CC0,          0.01
      69,                 2.51,     CC1,          0.01
      70,                 2.55,     CC0,          0.03
      71,                 2.55,     CC1,          0.00
      72,                 2.56,     CC0,          0.01
      73,                 2.56,     CC1,          0.00
      74,                 2.59,     CC0,          0.03
      75,                 2.59,     CC1,          0.00
      76,                 2.61,     CC0,          0.01
      77,                 2.61,     CC1,          0.00
      78,                 2.65,     CC0,          0.05
      79,                 2.67,     CC1,          0.02
      80,                 2.70,     CC0,          0.03
      81,                 2.71,     CC1,          0.00
      82,                 2.77,     CC0,          0.06
      83,                 2.77,     CC1,          0.00
      84,                 2.79,     CC0,          0.02
      85,                 2.79,     CC1,          0.00
      86,                 2.81,     CC0,          0.02
      87,                 2.81,     CC1,          0.00
      88,                 2.86,     CC0,          0.05
      89,                 2.86,     CC1,          0.00
      90,                 2.89,     CC0,          0.03
      91,                 2.89,     CC1,          0.00
      92,                 2.92,     CC0,          0.03
      93,                30.86,     CC6,         27.94
      94,                32.30,     CC0,          1.44
      95,                32.30,     CC1,          0.00
      96,                32.44,     CC0,          0.14
      97,                32.44,     CC1,          0.00
      98,                32.53,     CC0,          0.09
      99,                33.35,     CC6,          0.82
     100,                33.97,     CC0,          0.62
     101,                37.34,     CC6,          3.37
     102,                37.93,     CC0,          0.59
     103,                41.32,     CC6,          3.39
     104,                41.93,     CC0,          0.61
     105,                45.34,     CC6,          3.41
     106,                45.93,     CC0,          0.60
     107,                49.34,     CC6,          3.41
     108,                49.95,     CC0,          0.61
     109,                53.34,     CC6,          3.39
     110,                53.93,     CC0,          0.59
     111,                56.47,     CC6,          2.54
     112,                57.08,     CC0,          0.61
     113,                57.35,     CC6,          0.27
     114,                57.93,     CC0,          0.58
     115,                61.35,     CC6,          3.41
     116,                61.95,     CC0,          0.61
     117,                65.58,     CC6,          3.63
     118,                65.95,     CC0,          0.37
     119,                69.35,     CC6,          3.40
     120,                69.95,     CC0,          0.60
     121,                87.71,     CC6,         17.76
     122,                89.35,     CC0,          1.64

Core C-State - CPU/Package_0/Die_0/Core_12
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.33,     CC1,          1.33
       2,                 1.54,     CC0,          0.21
       3,                 1.54,     CC1,          0.00
       4,                 1.57,     CC0,          0.03
       5,                 1.57,     CC1,          0.01
       6,                 1.63,     CC0,          0.06
       7,                 1.64,     CC1,          0.00
       8,                 1.65,     CC0,          0.02
       9,                 1.65,     CC1,          0.00
      10,                 1.67,     CC0,          0.01
      11,                 1.67,     CC1,          0.00
      12,                 1.72,     CC0,          0.05
      13,                 1.72,     CC1,          0.00
      14,                 1.77,     CC0,          0.06
      15,                 1.77,     CC1,          0.00
      16,                 1.89,     CC0,          0.12
      17,                 1.90,     CC1,          0.01
      18,                 1.92,     CC0,          0.02
      19,                 1.93,     CC1,          0.01
      20,                 1.95,     CC0,          0.02
      21,                 1.95,     CC1,          0.00
      22,                 1.96,     CC0,          0.02
      23,                 1.96,     CC1,          0.00
      24,                 2.01,     CC0,          0.05
      25,                 2.01,     CC1,          0.00
      26,                 2.03,     CC0,          0.02
      27,                 2.03,     CC1,          0.00
      28,                 2.05,     CC0,          0.02
      29,                 2.05,     CC1,          0.00
      30,                 2.06,     CC0,          0.01
      31,                 2.06,     CC1,          0.00
      32,                 2.13,     CC0,          0.07
      33,                 2.13,     CC1,          0.00
      34,                 2.24,     CC0,          0.11
      35,                 2.24,     CC1,          0.00
      36,                 2.27,     CC0,          0.03
      37,                 2.28,     CC1,          0.01
      38,                 2.30,     CC0,          0.02
      39,                 2.30,     CC1,          0.00
      40,                 2.32,     CC0,          0.02
      41,                 2.32,     CC1,          0.00
      42,                 2.35,     CC0,          0.03
      43,                 2.35,     CC1,          0.00
      44,                 2.38,     CC0,          0.03
      45,                 2.38,     CC1,          0.00
      46,                 2.40,     CC0,          0.01
      47,                 2.40,     CC1,          0.00
      48,                 2.42,     CC0,          0.02
      49,                 2.43,     CC1,          0.01
      50,                 2.47,     CC0,          0.05
      51,                 2.47,     CC1,          0.00
      52,                 2.49,     CC0,          0.01
      53,                 2.49,     CC1,          0.00
      54,                 2.51,     CC0,          0.01
      55,                 2.51,     CC1,          0.01
      56,                 2.53,     CC0,          0.02
      57,                 2.53,     CC1,          0.00
      58,                 2.56,     CC0,          0.03
      59,                 2.56,     CC1,          0.00
      60,                 2.57,     CC0,          0.01
      61,                 2.57,     CC1,          0.00
      62,                 2.59,     CC0,          0.01
      63,                 2.59,     CC1,          0.00
      64,                 2.60,     CC0,          0.01
      65,                 2.61,     CC1,          0.01
      66,                 2.65,     CC0,          0.04
      67,                 2.67,     CC1,          0.02
      68,                 2.72,     CC0,          0.05
      69,                 2.72,     CC1,          0.00
      70,                 2.73,     CC0,          0.01
      71,                 2.73,     CC1,          0.00
      72,                 2.75,     CC0,          0.02
      73,                 2.75,     CC1,          0.00
      74,                 2.77,     CC0,          0.02
      75,                 2.77,     CC1,          0.00
      76,                 2.78,     CC0,          0.01
      77,                 2.79,     CC1,          0.00
      78,                 2.80,     CC0,          0.01
      79,                 2.81,     CC1,          0.00
      80,                 2.83,     CC0,          0.03
      81,                 2.84,     CC1,          0.00
      82,                 2.85,     CC0,          0.02
      83,                 2.85,     CC1,          0.00
      84,                 2.87,     CC0,          0.02
      85,                 2.87,     CC1,          0.00
      86,                 2.89,     CC0,          0.02
      87,                 2.89,     CC1,          0.00
      88,                 2.92,     CC0,          0.03
      89,                 5.86,     CC1,          2.94
      90,                 5.88,     CC0,          0.02
      91,                 9.84,     CC1,          3.97
      92,                 9.88,     CC0,          0.03
      93,                13.85,     CC1,          3.97
      94,                13.87,     CC0,          0.03
      95,                16.85,     CC6,          2.97
      96,                17.97,     CC0,          1.12
      97,                21.35,     CC6,          3.38
      98,                21.93,     CC0,          0.58
      99,                25.34,     CC6,          3.41
     100,                25.93,     CC0,          0.59
     101,                29.34,     CC6,          3.41
     102,                29.93,     CC0,          0.58
     103,                31.66,     CC6,          1.74
     104,                32.49,     CC0,          0.83
     105,                33.35,     CC6,          0.86
     106,                33.93,     CC0,          0.59
     107,                37.35,     CC6,          3.41
     108,                37.94,     CC0,          0.59
     109,                41.33,     CC6,          3.39
     110,                41.93,     CC0,          0.60
     111,                45.34,     CC6,          3.41
     112,                45.93,     CC0,          0.59
     113,                49.34,     CC6,          3.41
     114,                49.93,     CC0,          0.59
     115,                53.34,     CC6,          3.41
     116,                53.93,     CC0,          0.59
     117,                57.34,     CC6,          3.41
     118,                57.94,     CC0,          0.60
     119,                61.36,     CC6,          3.42
     120,                61.95,     CC0,          0.59
     121,                65.58,     CC6,          3.63
     122,                65.95,     CC0,          0.37
     123,                69.35,     CC6,          3.40
     124,                69.94,     CC0,          0.59
     125,                73.34,     CC6,          3.40
     126,                73.94,     CC0,          0.60
     127,                77.35,     CC6,          3.41
     128,                77.95,     CC0,          0.60
     129,                81.35,     CC6,          3.41
     130,                81.94,     CC0,          0.59
     131,                85.35,     CC6,          3.41
     132,                85.93,     CC0,          0.58
     133,                87.72,     CC6,          1.78
     134,                89.35,     CC0,          1.63

Core C-State - CPU/Package_1/Die_0/Core_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.32,     CC1,          1.32
       2,                 1.54,     CC0,          0.21
       3,                 1.54,     CC1,          0.01
       4,                 1.57,     CC0,          0.03
       5,                 1.57,     CC1,          0.00
       6,                 1.62,     CC0,          0.05
       7,                 1.62,     CC1,          0.00
       8,                 1.64,     CC0,          0.01
       9,                 1.64,     CC1,          0.00
      10,                 1.69,     CC0,          0.05
      11,                 1.69,     CC1,          0.00
      12,                 1.72,     CC0,          0.03
      13,                 1.72,     CC1,          0.00
      14,                 1.74,     CC0,          0.02
      15,                 1.74,     CC1,          0.00
      16,                 1.79,     CC0,          0.05
      17,                 1.79,     CC1,          0.00
      18,                 1.82,     CC0,          0.03
      19,                 1.82,     CC1,          0.00
      20,                 1.83,     CC0,          0.02
      21,                 1.85,     CC1,          0.01
      22,                 1.86,     CC0,          0.02
      23,                 1.88,     CC1,          0.01
      24,                 1.90,     CC0,          0.02
      25,                 1.90,     CC1,          0.01
      26,                 1.92,     CC0,          0.02
      27,                 1.93,     CC1,          0.01
      28,                 2.02,     CC0,          0.09
      29,                 2.02,     CC1,          0.00
      30,                 2.03,     CC0,          0.01
      31,                 2.03,     CC1,          0.00
      32,                 2.05,     CC0,          0.02
      33,                 2.05,     CC1,          0.00
      34,                 2.07,     CC0,          0.02
      35,                 2.07,     CC1,          0.00
      36,                 2.10,     CC0,          0.03
      37,                 2.11,     CC1,          0.00
      38,                 2.15,     CC0,          0.05
      39,                 2.16,     CC1,          0.00
      40,                 2.17,     CC0,          0.02
      41,                 2.17,     CC1,          0.00
      42,                 2.25,     CC0,          0.08
      43,                 2.26,     CC1,          0.01
      44,                 2.28,     CC0,          0.01
      45,                 2.28,     CC1,          0.00
      46,                 2.35,     CC0,          0.07
      47,                 2.35,     CC1,          0.00
      48,                 2.38,     CC0,          0.03
      49,                 2.40,     CC1,          0.01
      50,                 2.43,     CC0,          0.03
      51,                 2.43,     CC1,          0.00
      52,                 2.46,     CC0,          0.03
      53,                 2.46,     CC1,          0.00
      54,                 2.49,     CC0,          0.03
      55,                 2.49,     CC1,          0.00
      56,                 2.51,     CC0,          0.01
      57,                 2.51,     CC1,          0.00
      58,                 2.54,     CC0,          0.03
      59,                 2.55,     CC1,          0.00
      60,                 2.58,     CC0,          0.03
      61,                 2.58,     CC1,          0.00
      62,                 2.59,     CC0,          0.02
      63,                 2.59,     CC1,          0.00
      64,                 2.63,     CC0,          0.03
      65,                 2.64,     CC1,          0.01
      66,                 2.67,     CC0,          0.03
      67,                 2.67,     CC1,          0.00
      68,                 2.75,     CC0,          0.08
      69,                 2.75,     CC1,          0.00
      70,                 2.77,     CC0,          0.01
      71,                 2.77,     CC1,          0.00
      72,                 2.84,     CC0,          0.07
      73,                 2.84,     CC1,          0.00
      74,                 2.86,     CC0,          0.02
      75,                 2.86,     CC1,          0.00
      76,                 2.89,     CC0,          0.03
      77,                 2.89,     CC1,          0.00
      78,                 2.91,     CC0,          0.02
      79,                 2.91,     CC1,          0.00
      80,                 2.93,     CC0,          0.02
      81,                31.43,     CC6,         28.50
      82,                32.83,     CC0,          1.40
      83,                32.83,     CC1,          0.00
      84,                32.92,     CC0,          0.09
      85,                32.93,     CC1,          0.00
      86,                33.01,     CC0,          0.09
      87,                33.02,     CC1,          0.00
      88,                33.15,     CC0,          0.14
      89,                33.85,     CC1,          0.70
      90,                33.89,     CC0,          0.04
      91,                36.83,     CC6,          2.94
      92,                37.93,     CC0,          1.10
      93,                40.82,     CC6,          2.89
      94,                41.93,     CC0,          1.11
      95,                44.83,     CC6,          2.90
      96,                45.96,     CC0,          1.13
      97,                48.82,     CC6,          2.86
      98,                49.95,     CC0,          1.12
      99,                52.82,     CC6,          2.88
     100,                53.93,     CC0,          1.11
     101,                56.82,     CC6,          2.89
     102,                57.93,     CC0,          1.11
     103,                60.83,     CC6,          2.90
     104,                61.93,     CC0,          1.10
     105,                64.83,     CC6,          2.89
     106,                65.94,     CC0,          1.11
     107,                68.82,     CC6,          2.88
     108,                69.95,     CC0,          1.12
     109,                70.30,     CC6,          0.36
     110,                71.11,     CC0,          0.80
     111,                72.83,     CC6,          1.72
     112,                73.94,     CC0,          1.11
     113,                76.83,     CC6,          2.89
     114,                77.93,     CC0,          1.10
     115,                80.83,     CC6,          2.90
     116,                81.93,     CC0,          1.10
     117,                84.82,     CC6,          2.89
     118,                85.93,     CC0,          1.11
     119,                86.91,     CC6,          0.98
     120,                88.10,     CC0,          1.19
     121,                88.53,     CC1,          0.43
     122,                89.35,     CC0,          0.82

Core C-State - CPU/Package_1/Die_0/Core_1
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.33,     CC1,          1.33
       2,                 1.54,     CC0,          0.21
       3,                 1.54,     CC1,          0.00
       4,                 1.62,     CC0,          0.08
       5,                 1.62,     CC1,          0.00
       6,                 1.69,     CC0,          0.06
       7,                 1.69,     CC1,          0.00
       8,                 1.72,     CC0,          0.03
       9,                 1.72,     CC1,          0.00
      10,                 1.75,     CC0,          0.03
      11,                 1.75,     CC1,          0.00
      12,                 1.78,     CC0,          0.03
      13,                 1.79,     CC1,          0.00
      14,                 1.82,     CC0,          0.03
      15,                 1.82,     CC1,          0.00
      16,                 1.83,     CC0,          0.01
      17,                 1.84,     CC1,          0.01
      18,                 1.86,     CC0,          0.02
      19,                 1.88,     CC1,          0.02
      20,                 1.89,     CC0,          0.02
      21,                 1.90,     CC1,          0.00
      22,                 1.91,     CC0,          0.02
      23,                 1.93,     CC1,          0.01
      24,                 1.95,     CC0,          0.02
      25,                 1.95,     CC1,          0.00
      26,                 1.98,     CC0,          0.03
      27,                 1.98,     CC1,          0.00
      28,                 1.99,     CC0,          0.02
      29,                 2.00,     CC1,          0.00
      30,                 2.01,     CC0,          0.02
      31,                 2.01,     CC1,          0.00
      32,                 2.03,     CC0,          0.02
      33,                 2.03,     CC1,          0.00
      34,                 2.05,     CC0,          0.02
      35,                 2.05,     CC1,          0.00
      36,                 2.07,     CC0,          0.02
      37,                 2.07,     CC1,          0.00
      38,                 2.10,     CC0,          0.03
      39,                 2.10,     CC1,          0.00
      40,                 2.15,     CC0,          0.05
      41,                 2.15,     CC1,          0.00
      42,                 2.18,     CC0,          0.03
      43,                 2.18,     CC1,          0.00
      44,                 2.22,     CC0,          0.03
      45,                 2.22,     CC1,          0.00
      46,                 2.23,     CC0,          0.02
      47,                 2.23,     CC1,          0.00
      48,                 2.25,     CC0,          0.02
      49,                 2.26,     CC1,          0.01
      50,                 2.28,     CC0,          0.02
      51,                 2.28,     CC1,          0.00
      52,                 2.35,     CC0,          0.07
      53,                 2.35,     CC1,          0.00
      54,                 2.38,     CC0,          0.03
      55,                 2.39,     CC1,          0.00
      56,                 2.40,     CC0,          0.02
      57,                 2.40,     CC1,          0.00
      58,                 2.42,     CC0,          0.02
      59,                 2.42,     CC1,          0.00
      60,                 2.46,     CC0,          0.04
      61,                 2.46,     CC1,          0.00
      62,                 3.03,     CC0,          0.57
      63,                 3.04,     CC1,          0.00
      64,                 3.17,     CC0,          0.14
      65,                 3.18,     CC1,          0.00
      66,                 3.31,     CC0,          0.13
      67,                 3.31,     CC1,          0.00
      68,                 3.40,     CC0,          0.09
      69,                 4.05,     CC1,          0.65
      70,                 4.20,     CC0,          0.14
      71,                 4.81,     CC6,          0.61
      72,                 5.93,     CC0,          1.12
      73,                 8.83,     CC6,          2.89
      74,                 9.94,     CC0,          1.12
      75,                31.76,     CC6,         21.82
      76,                33.14,     CC0,          1.37
      77,                33.85,     CC1,          0.72
      78,                33.88,     CC0,          0.03
      79,                36.82,     CC6,          2.94
      80,                37.93,     CC0,          1.11
      81,                40.35,     CC6,          2.41
      82,                41.98,     CC0,          1.63
      83,                44.83,     CC6,          2.86
      84,                46.43,     CC0,          1.59
      85,                48.83,     CC6,          2.40
      86,                49.94,     CC0,          1.12
      87,                52.82,     CC6,          2.88
      88,                53.93,     CC0,          1.11
      89,                56.82,     CC6,          2.89
      90,                57.93,     CC0,          1.11
      91,                60.83,     CC6,          2.90
      92,                61.93,     CC0,          1.10
      93,                64.83,     CC6,          2.89
      94,                65.94,     CC0,          1.11
      95,                68.82,     CC6,          2.88
      96,                69.94,     CC0,          1.12
      97,                70.61,     CC6,          0.66
      98,                72.99,     CC0,          2.38
      99,                87.21,     CC6,         14.22
     100,                89.35,     CC0,          2.14

Core C-State - CPU/Package_1/Die_0/Core_2
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.82,     CC1,          1.82
       2,                62.15,     CC0,         60.32
       3,                64.82,     CC6,          2.67
       4,                65.93,     CC0,          1.10
       5,                68.44,     CC6,          2.51
       6,                88.18,     CC0,         19.74
       7,                89.01,     CC1,          0.83
       8,                89.35,     CC0,          0.34

Core C-State - CPU/Package_1/Die_0/Core_3
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.33,     CC1,          1.33
       2,                 1.54,     CC0,          0.21
       3,                 1.54,     CC1,          0.00
       4,                 1.61,     CC0,          0.07
       5,                 1.62,     CC1,          0.01
       6,                 1.63,     CC0,          0.01
       7,                 1.64,     CC1,          0.01
       8,                 1.65,     CC0,          0.01
       9,                 1.65,     CC1,          0.00
      10,                 1.71,     CC0,          0.06
      11,                 1.72,     CC1,          0.00
      12,                 1.73,     CC0,          0.01
      13,                 1.74,     CC1,          0.00
      14,                 1.75,     CC0,          0.01
      15,                 1.75,     CC1,          0.00
      16,                 1.78,     CC0,          0.03
      17,                 1.78,     CC1,          0.00
      18,                 1.80,     CC0,          0.01
      19,                 1.80,     CC1,          0.00
      20,                 1.81,     CC0,          0.01
      21,                 1.82,     CC1,          0.00
      22,                 1.83,     CC0,          0.01
      23,                 1.84,     CC1,          0.01
      24,                 1.88,     CC0,          0.04
      25,                 1.88,     CC1,          0.00
      26,                 1.90,     CC0,          0.01
      27,                 1.90,     CC1,          0.00
      28,                 1.92,     CC0,          0.02
      29,                 1.93,     CC1,          0.02
      30,                 2.01,     CC0,          0.08
      31,                 2.01,     CC1,          0.00
      32,                 2.03,     CC0,          0.01
      33,                 2.03,     CC1,          0.00
      34,                 2.08,     CC0,          0.05
      35,                 2.08,     CC1,          0.00
      36,                 2.24,     CC0,          0.16
      37,                 2.26,     CC1,          0.02
      38,                 2.29,     CC0,          0.03
      39,                 2.29,     CC1,          0.00
      40,                 2.30,     CC0,          0.01
      41,                 2.30,     CC1,          0.00
      42,                 2.32,     CC0,          0.01
      43,                 2.32,     CC1,          0.00
      44,                 2.35,     CC0,          0.03
      45,                 2.37,     CC1,          0.01
      46,                 2.48,     CC0,          0.11
      47,                 2.48,     CC1,          0.00
      48,                 2.58,     CC0,          0.10
      49,                 2.58,     CC1,          0.00
      50,                 2.61,     CC0,          0.03
      51,                 2.61,     CC1,          0.00
      52,                 2.67,     CC0,          0.07
      53,                 2.67,     CC1,          0.00
      54,                 2.79,     CC0,          0.12
      55,                 2.80,     CC1,          0.00
      56,                 2.84,     CC0,          0.04
      57,                 2.84,     CC1,          0.00
      58,                 2.86,     CC0,          0.01
      59,                 2.86,     CC1,          0.00
      60,                 2.87,     CC0,          0.02
      61,                 2.87,     CC1,          0.00
      62,                 2.97,     CC0,          0.10
      63,                 2.97,     CC1,          0.00
      64,                 3.02,     CC0,          0.04
      65,                 3.02,     CC1,          0.00
      66,                 3.06,     CC0,          0.05
      67,                 3.06,     CC1,          0.00
      68,                 3.11,     CC0,          0.05
      69,                 3.12,     CC1,          0.01
      70,                 3.25,     CC0,          0.13
      71,                 4.83,     CC6,          1.57
      72,                 5.93,     CC0,          1.10
      73,                 8.82,     CC6,          2.89
      74,                 9.94,     CC0,          1.12
      75,                11.30,     CC6,          1.36
      76,                12.54,     CC0,          1.25
      77,                12.83,     CC6,          0.29
      78,                13.93,     CC0,          1.10
      79,                16.83,     CC6,          2.90
      80,                17.94,     CC0,          1.12
      81,                18.95,     CC6,          1.01
      82,                20.32,     CC0,          1.38
      83,                26.71,     CC6,          6.38
      84,                29.79,     CC0,          3.08
      85,                29.85,     CC1,          0.06
      86,                29.89,     CC0,          0.04
      87,                32.12,     CC6,          2.23
      88,                33.49,     CC0,          1.37
